Setores e subsetores,Trimestre,Valor,Ano
Importação de bens e serviços (-),1,19333.0,1997
Importação de bens e serviços (-),2,22570.0,1997
Importação de bens e serviços (-),3,25171.0,1997
Importação de bens e serviços (-),4,24255.0,1997
Importação de bens e serviços (-),1,21714.0,1998
Importação de bens e serviços (-),2,22896.0,1998
Importação de bens e serviços (-),3,25366.0,1998
Importação de bens e serviços (-),4,24326.0,1998
Importação de bens e serviços (-),1,25847.0,1999
Importação de bens e serviços (-),2,29001.0,1999
Importação de bens e serviços (-),3,32971.0,1999
Importação de bens e serviços (-),4,36368.0,1999
Importação de bens e serviços (-),1,31107.0,2000
Importação de bens e serviços (-),2,34983.0,2000
Importação de bens e serviços (-),3,40155.0,2000
Importação de bens e serviços (-),4,43062.0,2000
Importação de bens e serviços (-),1,42902.0,2001
Importação de bens e serviços (-),2,48577.0,2001
Importação de bens e serviços (-),3,51523.0,2001
Importação de bens e serviços (-),4,48633.0,2001
Importação de bens e serviços (-),1,38735.0,2002
Importação de bens e serviços (-),2,42244.0,2002
Importação de bens e serviços (-),3,56182.0,2002
Importação de bens e serviços (-),4,62154.0,2002
Importação de bens e serviços (-),1,58016.0,2003
Importação de bens e serviços (-),2,52474.0,2003
Importação de bens e serviços (-),3,54391.0,2003
Importação de bens e serviços (-),4,57759.0,2003
Importação de bens e serviços (-),1,54670.0,2004
Importação de bens e serviços (-),2,63518.0,2004
Importação de bens e serviços (-),3,69346.0,2004
Importação de bens e serviços (-),4,69567.0,2004
Importação de bens e serviços (-),1,61656.0,2005
Importação de bens e serviços (-),2,64902.0,2005
Importação de bens e serviços (-),3,66125.0,2005
Importação de bens e serviços (-),4,64378.0,2005
Importação de bens e serviços (-),1,62790.0,2006
Importação de bens e serviços (-),2,66712.0,2006
Importação de bens e serviços (-),3,76558.0,2006
Importação de bens e serviços (-),4,75060.0,2006
Importação de bens e serviços (-),1,75983.0,2007
Importação de bens e serviços (-),2,77520.0,2007
Importação de bens e serviços (-),3,85912.0,2007
Importação de bens e serviços (-),4,86063.0,2007
Importação de bens e serviços (-),1,86426.0,2008
Importação de bens e serviços (-),2,98761.0,2008
Importação de bens e serviços (-),3,114297.0,2008
Importação de bens e serviços (-),4,127292.0,2008
Importação de bens e serviços (-),1,93767.0,2009
Importação de bens e serviços (-),2,88904.0,2009
Importação de bens e serviços (-),3,95863.0,2009
Importação de bens e serviços (-),4,96585.0,2009
Importação de bens e serviços (-),1,101274.0,2010
Importação de bens e serviços (-),2,111182.0,2010
Importação de bens e serviços (-),3,126847.0,2010
Importação de bens e serviços (-),4,123369.0,2010
Importação de bens e serviços (-),1,116374.0,2011
Importação de bens e serviços (-),2,130951.0,2011
Importação de bens e serviços (-),3,141579.0,2011
Importação de bens e serviços (-),4,151662.0,2011
Importação de bens e serviços (-),1,137048.0,2012
Importação de bens e serviços (-),2,160923.0,2012
Importação de bens e serviços (-),3,162814.0,2012
Importação de bens e serviços (-),4,176532.0,2012
Importação de bens e serviços (-),1,164280.0,2013
Importação de bens e serviços (-),2,181369.0,2013
Importação de bens e serviços (-),3,201819.0,2013
Importação de bens e serviços (-),4,201291.0,2013
Importação de bens e serviços (-),1,190908.0,2014
Importação de bens e serviços (-),2,189517.0,2014
Importação de bens e serviços (-),3,204433.0,2014
Importação de bens e serviços (-),4,205325.0,2014
Importação de bens e serviços (-),1,201717.0,2015
Importação de bens e serviços (-),2,204925.0,2015
Importação de bens e serviços (-),3,219745.0,2015
Importação de bens e serviços (-),4,216227.0,2015
Importação de bens e serviços (-),1,195836.0,2016
Importação de bens e serviços (-),2,192740.0,2016
Importação de bens e serviços (-),3,184593.0,2016
Importação de bens e serviços (-),4,183351.0,2016
Importação de bens e serviços (-),1,183950.0,2017
Importação de bens e serviços (-),2,184990.0,2017
Importação de bens e serviços (-),3,200301.0,2017
Importação de bens e serviços (-),4,207896.0,2017
Importação de bens e serviços (-),1,213196.0,2018
Importação de bens e serviços (-),2,228166.0,2018
Importação de bens e serviços (-),3,291393.0,2018
Importação de bens e serviços (-),4,266732.0,2018
Importação de bens e serviços (-),1,239888.0,2019
Importação de bens e serviços (-),2,253994.0,2019
Importação de bens e serviços (-),3,292990.0,2019
Importação de bens e serviços (-),4,276573.0,2019
Importação de bens e serviços (-),1,280847.0,2020
Importação de bens e serviços (-),2,264291.0,2020
